Provincia,Canton,Parroquia,Femenino,Masculino,Textbox17,Textbox6,Textbox7,Textbox18
SUCUMBIOS,CASCALES,SANTA ROSA DE SUCUMBIOS,162,161,323,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,CASCALES,SEVILLA,403,399,802,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,CUYABENO,AGUAS NEGRAS,179,123,302,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,CUYABENO,CUYABENO,88,85,173,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,CUYABENO,TARAPOA,783,699,"1,482","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,GONZALO PIZARRO,EL REVENTADOR,159,163,322,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,GONZALO PIZARRO,GONZALO PIZARRO,492,446,938,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,GONZALO PIZARRO,LUMBAQUI,578,565,"1,143","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,GONZALO PIZARRO,PUERTO LIBRE,129,110,239,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,LAGO AGRIO,DURENO,429,432,861,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,LAGO AGRIO,EL ENO,"1,019",865,"1,884","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,LAGO AGRIO,GENERAL FARFAN,761,713,"1,474","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,LAGO AGRIO,JAMBELI,354,334,688,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,LAGO AGRIO,NUEVA LOJA (LAGO AGRIO),"10,486","9,742","20,228","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,LAGO AGRIO,PACAYACU,"1,038",930,"1,968","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,LAGO AGRIO,SANTA CECILIA,719,598,"1,317","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,PUTUMAYO,PALMA ROJA,454,444,898,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,PUTUMAYO,PUERTO BOLIVAR (PUERTO MONTUFAR),67,66,133,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,PUTUMAYO,PUERTO EL CARMEN DE PUTUMAYO,74,70,144,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,PUTUMAYO,PUERTO RODRIGUEZ,94,64,158,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,PUTUMAYO,SANTA ELENA,182,191,373,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,801,740,"1,541","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SHUSHUFINDI,PAÑACOCHA,72,63,135,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SHUSHUFINDI,SAN PEDRO DE LOS COFANES,489,468,957,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SHUSHUFINDI,SAN ROQUE,516,518,"1,034","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,"3,887","3,318","7,205","1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,401,374,775,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SUCUMBIOS,EL PLAYON DE SAN FRANCISCO,232,222,454,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SUCUMBIOS,LA BONITA,119,113,232,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SUCUMBIOS,LA SOFIA,7,11,18,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SUCUMBIOS,ROSA FLORIDA,41,25,66,"1,945,017","1,767,520","3,712,537"
SUCUMBIOS,SUCUMBIOS,SANTA BARBARA,82,93,175,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,AMBATILLO,397,357,754,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,AMBATO,380,442,822,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,ATAHUALPA (CHISALATA),721,"1,699","2,420","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,ATOCHA (FICOA),"3,052","3,441","6,493","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,AUGUSTO N. MARTINEZ (MUNDUGLEO),587,566,"1,153","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,CELIANO MONGE,"4,676","4,156","8,832","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,CONSTANTINO FERNANDEZ,144,131,275,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,CUNCHIBAMBA,217,216,433,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,HUACHI CHICO,"2,028","2,364","4,392","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,HUACHI GRANDE,785,632,"1,417","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,HUACHI LORETO,"7,252","7,111","14,363","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,IZABAMBA,"2,495","2,319","4,814","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,JUAN BENIGNO VELA,741,688,"1,429","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,LA MERCED,"5,012","1,936","6,948","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,LA PENINSULA,178,176,354,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,MATRIZ,"5,469","3,526","8,995","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,MONTALVO,137,127,264,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,PASA,735,758,"1,493","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,PICAIGUA,631,674,"1,305","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,PILAGÜIN (PILAHÜIN),"1,474","1,333","2,807","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,PISHILATA,603,588,"1,191","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,QUISAPINCHA (QUIZAPINCHA),"1,638","1,499","3,137","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,SAN BARTOLOME DE PINLLOG,392,432,824,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,SAN FERNANDO (PASA SAN FERNANDO),334,256,590,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,SAN FRANCISCO,"2,090","4,735","6,825","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,SANTA ROSA,"1,520","1,499","3,019","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,TOTORAS,580,518,"1,098","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,AMBATO,UNAMUNCHO,244,229,473,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,BAÑOS DE AGUA SANTA,BAÑOS DE AGUA SANTA,"2,100","1,997","4,097","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,BAÑOS DE AGUA SANTA,LLIGUA,8,11,19,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,BAÑOS DE AGUA SANTA,RIO NEGRO,127,103,230,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,BAÑOS DE AGUA SANTA,RIO VERDE,126,92,218,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,BAÑOS DE AGUA SANTA,ULBA,119,111,230,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,CEVALLOS,CEVALLOS,914,865,"1,779","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,MOCHA,MOCHA,530,577,"1,107","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,MOCHA,PINGUILI,41,37,78,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,PATATE,EL TRIUNFO,211,170,381,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,PATATE,LOS ANDES,65,65,130,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,PATATE,PATATE,835,878,"1,713","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,PATATE,SUCRE,278,268,546,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,QUERO,QUERO,"1,476","1,429","2,905","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,QUERO,RUMIPAMBA,195,174,369,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,QUERO,YANAYACU - MOCHAPATA,76,89,165,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,BENITEZ (PACHANLICA),69,46,115,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,BOLIVAR,187,204,391,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,CHIQUICHA,175,147,322,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,COTALO,143,128,271,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,EL ROSARIO (RUMICHACA),294,256,550,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,GARCIA MORENO (CHUMAQUI),775,529,"1,304","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,GUAMBALO (HUAMBALO),706,661,"1,367","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO,"3,192","3,445","6,637","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO GRANDE,169,141,310,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SAN PEDRO DE PELILEO,SALASACA,698,686,"1,384","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SANTIAGO DE PILLARO,BAQUERIZO MORENO,20,11,31,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SANTIAGO DE PILLARO,CIUDAD NUEVA,"1,396","1,131","2,527","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SANTIAGO DE PILLARO,EMILIO MARIA TERAN (RUMIPAMBA),86,67,153,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SANTIAGO DE PILLARO,MARCOS ESPINEL (CHACATA),96,75,171,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SANTIAGO DE PILLARO,PILLARO,"1,372","1,299","2,671","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SANTIAGO DE PILLARO,PRESIDENTE URBINA (CHAGRAPAMBA-PATZUCUL),52,42,94,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SANTIAGO DE PILLARO,SAN ANDRES,689,763,"1,452","1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SANTIAGO DE PILLARO,SAN JOSE DE POALO,181,177,358,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,SANTIAGO DE PILLARO,SAN MIGUELITO,380,493,873,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,TISALEO,QUINCHICOTO,69,59,128,"1,945,017","1,767,520","3,712,537"
TUNGURAHUA,TISALEO,TISALEO,727,687,"1,414","1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,ZUMBI,838,736,"1,574","1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,CHINCHIPE,CHITO,166,133,299,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,CHINCHIPE,EL CHORRO,19,32,51,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,CHINCHIPE,LA CHONTA,39,39,78,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,CHINCHIPE,PUCAPAMBA,3,4,7,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRES,60,46,106,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,"1,270","1,172","2,442","1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,236,205,441,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,"1,012",895,"1,907","1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,141,123,264,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,74,54,128,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,498,405,903,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,NANGARITZA,ZURMI,445,326,771,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,240,246,486,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,PALANDA,PALANDA,684,615,"1,299","1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DE VERGEL,232,226,458,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,PALANDA,VALLADOLID,211,236,447,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,637,610,"1,247","1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO (SAN JOSE DE YACUAMBI),536,494,"1,030","1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,321,281,602,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,159,136,295,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,YANTZAZA (YANZATZA),CHICAÑA,399,348,747,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,YANTZAZA (YANZATZA),LOS ENCUENTROS,440,398,838,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,YANTZAZA (YANZATZA),YANTZAZA,"2,409","2,311","4,720","1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,425,360,785,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,ZAMORA,EL LIMON,45,48,93,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,553,543,"1,096","1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),196,144,340,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,ZAMORA,SABANILLA,68,59,127,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,298,287,585,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,ZAMORA,TIMBARA,214,188,402,"1,945,017","1,767,520","3,712,537"
ZAMORA CHINCHIPE,ZAMORA,ZAMORA,"3,352","3,625","6,977","1,945,017","1,767,520","3,712,537"

