Provincia,Canton,Parroquia,Femenino,Masculino,Textbox17,Textbox6,Textbox7,Textbox18
AZUAY,CAMILO PONCE ENRIQUEZ,CAMILO PONCE ENRIQUEZ,"2,294","2,096","4,390","1,945,017","1,767,520","3,712,537"
AZUAY,CAMILO PONCE ENRIQUEZ,EL CARMEN DEL PIJILI,215,173,388,"1,945,017","1,767,520","3,712,537"
AZUAY,CHORDELEG,CHORDELEG,"1,183","1,109","2,292","1,945,017","1,767,520","3,712,537"
AZUAY,CHORDELEG,LA UNION,134,128,262,"1,945,017","1,767,520","3,712,537"
AZUAY,CHORDELEG,LUIS GALARZA ORELLANA,156,155,311,"1,945,017","1,767,520","3,712,537"
AZUAY,CHORDELEG,PRINCIPAL,212,225,437,"1,945,017","1,767,520","3,712,537"
AZUAY,CHORDELEG,SAN MARTIN DE PUZHIO,136,128,264,"1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,BAÑOS,"2,915","4,796","7,711","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,BELLAVISTA,"4,186","5,054","9,240","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,CAÑARIBAMBA,"2,978","3,344","6,322","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,CHAUCHA,185,165,350,"1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,CHECA (JIDCAY),330,264,594,"1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,CHIQUINTAD,548,566,"1,114","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,CUMBE,655,705,"1,360","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,EL BATAN,"1,455","1,013","2,468","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,EL SAGRARIO,"6,244","4,065","10,309","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,EL VECINO,"3,564","2,920","6,484","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,GIL RAMIREZ DAVALOS,"2,874","1,788","4,662","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,HERMANO MIGUEL,"1,365","1,263","2,628","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,HUAYNACAPAC,"3,996","5,037","9,033","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,LLACAO,482,473,955,"1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,MACHANGARA,825,900,"1,725","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,MOLLETURO,"1,609","1,476","3,085","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,MONAY,"3,469","1,428","4,897","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,NULTI,770,779,"1,549","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,OCTAVIO CORDERO PALACIOS (SANTA ROSA),203,213,416,"1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,PACCHA,374,373,747,"1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,QUINGEO,953,871,"1,824","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,RICAURTE,"1,800","2,217","4,017","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,SAN BLAS,"1,519","1,354","2,873","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,SAN JOAQUIN,780,756,"1,536","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,SAN SEBASTIAN,"5,813","3,497","9,310","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,SANT ANA,761,717,"1,478","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,SAYAUSI,"1,561","1,522","3,083","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,SIDCAY,257,216,473,"1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,SININCAY,592,587,"1,179","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,SUCRE,"4,361","4,979","9,340","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,TARQUI,"1,037","1,056","2,093","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,TOTORACOCHA,"3,524","1,092","4,616","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,TURI,666,674,"1,340","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,VALLE,"1,542","2,116","3,658","1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,VICTORIA DEL PORTETE (IRQUIS),476,458,934,"1,945,017","1,767,520","3,712,537"
AZUAY,CUENCA,YANUNCAY,"4,006","5,682","9,688","1,945,017","1,767,520","3,712,537"
AZUAY,EL PAN,EL PAN,146,134,280,"1,945,017","1,767,520","3,712,537"
AZUAY,EL PAN,SAN VICENTE,140,149,289,"1,945,017","1,767,520","3,712,537"
AZUAY,GIRON,ASUNCION,310,308,618,"1,945,017","1,767,520","3,712,537"
AZUAY,GIRON,GIRON,"1,230","1,064","2,294","1,945,017","1,767,520","3,712,537"
AZUAY,GIRON,SAN GERARDO,89,62,151,"1,945,017","1,767,520","3,712,537"
AZUAY,GUACHAPALA,GUACHAPALA,325,321,646,"1,945,017","1,767,520","3,712,537"
AZUAY,GUALACEO,DANIEL CORDOVA TORAL (EL ORIENTE),139,129,268,"1,945,017","1,767,520","3,712,537"
AZUAY,GUALACEO,GUALACEO,"3,869","3,580","7,449","1,945,017","1,767,520","3,712,537"
AZUAY,GUALACEO,JADAN,672,596,"1,268","1,945,017","1,767,520","3,712,537"
AZUAY,GUALACEO,LUIS CORDERO VEGA,48,47,95,"1,945,017","1,767,520","3,712,537"
AZUAY,GUALACEO,MARIANO MORENO,185,185,370,"1,945,017","1,767,520","3,712,537"
AZUAY,GUALACEO,REMIGIO CRESPO TORAL (GULAG),53,58,111,"1,945,017","1,767,520","3,712,537"
AZUAY,GUALACEO,SAN JUAN,908,797,"1,705","1,945,017","1,767,520","3,712,537"
AZUAY,GUALACEO,ZHIDMAD,301,263,564,"1,945,017","1,767,520","3,712,537"
AZUAY,NABON,COCHAPATA,344,314,658,"1,945,017","1,767,520","3,712,537"
AZUAY,NABON,EL PROGRESO,212,199,411,"1,945,017","1,767,520","3,712,537"
AZUAY,NABON,LAS NIEVES (CHAYA),111,114,225,"1,945,017","1,767,520","3,712,537"
AZUAY,NABON,NABON,"1,372","1,224","2,596","1,945,017","1,767,520","3,712,537"
AZUAY,OÑA,SAN FELIPE DE OÑA,320,263,583,"1,945,017","1,767,520","3,712,537"
AZUAY,OÑA,SUSUDEL,154,123,277,"1,945,017","1,767,520","3,712,537"
AZUAY,PAUTE,BULAN (JOSE VICTOR IZQUIERDO),119,103,222,"1,945,017","1,767,520","3,712,537"
AZUAY,PAUTE,CHICAN (GUILLERMO ORTEGA),289,589,878,"1,945,017","1,767,520","3,712,537"
AZUAY,PAUTE,DUG DUG,151,124,275,"1,945,017","1,767,520","3,712,537"
AZUAY,PAUTE,EL CABO,214,209,423,"1,945,017","1,767,520","3,712,537"
AZUAY,PAUTE,GUARAINAG,90,97,187,"1,945,017","1,767,520","3,712,537"
AZUAY,PAUTE,PAUTE,"2,035","1,766","3,801","1,945,017","1,767,520","3,712,537"
AZUAY,PAUTE,SAN CRISTOBAL (CARLOS ORDOÑEZ LAZO),82,69,151,"1,945,017","1,767,520","3,712,537"
AZUAY,PAUTE,TOMEBAMBA,177,119,296,"1,945,017","1,767,520","3,712,537"
AZUAY,PUCARA,PUCARA,"1,066","1,003","2,069","1,945,017","1,767,520","3,712,537"
AZUAY,PUCARA,SAN RAFAEL DE SHARUG,285,282,567,"1,945,017","1,767,520","3,712,537"
AZUAY,SAN FERNANDO,CHUMBLIN,69,53,122,"1,945,017","1,767,520","3,712,537"
AZUAY,SAN FERNANDO,SAN FERNANDO,503,420,923,"1,945,017","1,767,520","3,712,537"
AZUAY,SANTA ISABEL,ABDON CALDERON (LA UNION),560,546,"1,106","1,945,017","1,767,520","3,712,537"
AZUAY,SANTA ISABEL,EL CARMEN DE PIJILI,45,31,76,"1,945,017","1,767,520","3,712,537"
AZUAY,SANTA ISABEL,SANTA ISABEL (CHAGUARURCO),"2,033","1,837","3,870","1,945,017","1,767,520","3,712,537"
AZUAY,SANTA ISABEL,ZHAGLLI (SHAGLLI),190,197,387,"1,945,017","1,767,520","3,712,537"
AZUAY,SEVILLA DE ORO,AMALUZA,135,139,274,"1,945,017","1,767,520","3,712,537"
AZUAY,SEVILLA DE ORO,PALMAS,286,326,612,"1,945,017","1,767,520","3,712,537"
AZUAY,SEVILLA DE ORO,SEVILLA DE ORO,299,221,520,"1,945,017","1,767,520","3,712,537"
AZUAY,SIGSIG,CUCHIL (CUTCHIL),138,122,260,"1,945,017","1,767,520","3,712,537"
AZUAY,SIGSIG,GÜEL,129,119,248,"1,945,017","1,767,520","3,712,537"
AZUAY,SIGSIG,JIMA (GIMA),416,404,820,"1,945,017","1,767,520","3,712,537"
AZUAY,SIGSIG,LUDO,426,392,818,"1,945,017","1,767,520","3,712,537"
AZUAY,SIGSIG,SAN BARTOLOME,576,503,"1,079","1,945,017","1,767,520","3,712,537"
AZUAY,SIGSIG,SAN JOSE DE RARANGA,325,331,656,"1,945,017","1,767,520","3,712,537"
AZUAY,SIGSIG,SIGSIG,"1,851","1,535","3,386","1,945,017","1,767,520","3,712,537"
BOLIVAR,CALUMA,CALUMA,"2,088","1,862","3,950","1,945,017","1,767,520","3,712,537"
BOLIVAR,CHILLANES,CHILLANES,"1,957","1,772","3,729","1,945,017","1,767,520","3,712,537"
BOLIVAR,CHILLANES,SAN JOSE DEL TAMBO (TAMBOPAMBA),770,714,"1,484","1,945,017","1,767,520","3,712,537"
BOLIVAR,CHIMBO,ASUNCION (ASANCOTO),300,256,556,"1,945,017","1,767,520","3,712,537"
BOLIVAR,CHIMBO,MAGDALENA (CHAPACOTO),444,410,854,"1,945,017","1,767,520","3,712,537"
BOLIVAR,CHIMBO,SAN JOSE DE CHIMBO,776,706,"1,482","1,945,017","1,767,520","3,712,537"
BOLIVAR,CHIMBO,SAN SEBASTIAN,54,55,109,"1,945,017","1,767,520","3,712,537"
BOLIVAR,CHIMBO,TELIMBELA,355,350,705,"1,945,017","1,767,520","3,712,537"
BOLIVAR,ECHEANDIA,ECHEANDIA,"2,181","2,131","4,312","1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,ANGEL POLIBIO CHAVES,"2,827","2,228","5,055","1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,FACUNDO VELA,424,348,772,"1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,GABRIEL IGNACIO VEINTIMILLA,"3,147","3,179","6,326","1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,GUANUJO,"2,994","2,778","5,772","1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,JULIO E. MORENO (CATANAHUAN GRANDE),482,401,883,"1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,SALINAS,682,643,"1,325","1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,SAN LORENZO,268,343,611,"1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,SAN LUIS DE PAMBIL,912,864,"1,776","1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,SAN SIMON (YACOTO),502,484,986,"1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,SANTAFE (SANTA FE),197,181,378,"1,945,017","1,767,520","3,712,537"
BOLIVAR,GUARANDA,SIMIATUG,"1,912","1,725","3,637","1,945,017","1,767,520","3,712,537"
BOLIVAR,LAS NAVES,LAS MERCEDES,251,237,488,"1,945,017","1,767,520","3,712,537"
BOLIVAR,LAS NAVES,LAS NAVES,403,377,780,"1,945,017","1,767,520","3,712,537"
BOLIVAR,SAN MIGUEL,BALSAPAMBA,233,259,492,"1,945,017","1,767,520","3,712,537"
BOLIVAR,SAN MIGUEL,BILOVAN,239,229,468,"1,945,017","1,767,520","3,712,537"
BOLIVAR,SAN MIGUEL,REGULO DE MORA,208,193,401,"1,945,017","1,767,520","3,712,537"
BOLIVAR,SAN MIGUEL,SAN MIGUEL,"2,086","1,861","3,947","1,945,017","1,767,520","3,712,537"
BOLIVAR,SAN MIGUEL,SAN PABLO (SAN PABLO DE ATENAS),699,655,"1,354","1,945,017","1,767,520","3,712,537"
BOLIVAR,SAN MIGUEL,SAN VICENTE,84,75,159,"1,945,017","1,767,520","3,712,537"
BOLIVAR,SAN MIGUEL,SANTIAGO,190,180,370,"1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,AURELIO BAYAS,276,258,534,"1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,AZOGUES,"7,325","6,372","13,697","1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,BORRERO,408,408,816,"1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,COJITAMBO,449,400,849,"1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,GUAPAN,815,731,"1,546","1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,JAVIER LOYOLA (CHUQUIPATA),621,581,"1,202","1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,LUIS CORDERO,278,252,530,"1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,PINDILIG,223,212,435,"1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,RIVERA,213,219,432,"1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,SAN FRANCISCO,270,328,598,"1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,SAN MIGUEL,277,284,561,"1,945,017","1,767,520","3,712,537"
CAÑAR,AZOGUES,TADAY,262,212,474,"1,945,017","1,767,520","3,712,537"
CAÑAR,BIBLIAN,BIBLIAN,"1,647","1,394","3,041","1,945,017","1,767,520","3,712,537"
CAÑAR,BIBLIAN,JERUSALEN,164,153,317,"1,945,017","1,767,520","3,712,537"
CAÑAR,BIBLIAN,NAZON,287,287,574,"1,945,017","1,767,520","3,712,537"
CAÑAR,BIBLIAN,SAN FRANCISCO DE SAGEO,68,55,123,"1,945,017","1,767,520","3,712,537"
CAÑAR,BIBLIAN,TURUPAMBA,45,36,81,"1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,CAÑAR,"4,421","3,755","8,176","1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,CHONTAMARCA,681,602,"1,283","1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,CHOROCOPTE,214,228,442,"1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,DUCUR,587,511,"1,098","1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,GENERAL MORALES (SOCARTE),608,515,"1,123","1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,GUALLETURO,564,513,"1,077","1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,HONORATO VASQUEZ (TAMBO VIEJO),614,558,"1,172","1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,INGAPIRCA,"1,013",919,"1,932","1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,JUNCAL,272,234,506,"1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,SAN ANTONIO,223,226,449,"1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,VENTURA,100,80,180,"1,945,017","1,767,520","3,712,537"
CAÑAR,CAÑAR,ZHUD,374,346,720,"1,945,017","1,767,520","3,712,537"
CAÑAR,DELEG,DELEG,474,429,903,"1,945,017","1,767,520","3,712,537"
CAÑAR,DELEG,SOLANO,96,92,188,"1,945,017","1,767,520","3,712,537"
CAÑAR,EL TAMBO,EL TAMBO,"1,571","1,379","2,950","1,945,017","1,767,520","3,712,537"
CAÑAR,LA TRONCAL,LA TRONCAL,"6,495","5,595","12,090","1,945,017","1,767,520","3,712,537"
CAÑAR,LA TRONCAL,MANUEL J. CALLE,"1,137","1,007","2,144","1,945,017","1,767,520","3,712,537"
CAÑAR,LA TRONCAL,PANCHO NEGRO,"1,090","1,002","2,092","1,945,017","1,767,520","3,712,537"
CAÑAR,SUSCAL,SUSCAL,878,881,"1,759","1,945,017","1,767,520","3,712,537"
CARCHI,BOLIVAR,BOLIVAR,593,623,"1,216","1,945,017","1,767,520","3,712,537"
CARCHI,BOLIVAR,GARCIA MORENO,114,122,236,"1,945,017","1,767,520","3,712,537"
CARCHI,BOLIVAR,LOS ANDES,142,109,251,"1,945,017","1,767,520","3,712,537"
CARCHI,BOLIVAR,MONTE OLIVO,187,168,355,"1,945,017","1,767,520","3,712,537"
CARCHI,BOLIVAR,SAN RAFAEL,223,224,447,"1,945,017","1,767,520","3,712,537"
CARCHI,BOLIVAR,SAN VICENTE DE PUSIR,199,174,373,"1,945,017","1,767,520","3,712,537"
CARCHI,ESPEJO,27 DE SEPTIEMBRE,430,389,819,"1,945,017","1,767,520","3,712,537"
CARCHI,ESPEJO,EL ANGEL,389,419,808,"1,945,017","1,767,520","3,712,537"
CARCHI,ESPEJO,EL GOALTAL,119,107,226,"1,945,017","1,767,520","3,712,537"
CARCHI,ESPEJO,LA LIBERTAD (ALIZO),250,261,511,"1,945,017","1,767,520","3,712,537"
CARCHI,ESPEJO,SAN ISIDRO,261,255,516,"1,945,017","1,767,520","3,712,537"
CARCHI,MIRA,CONCEPCION,418,348,766,"1,945,017","1,767,520","3,712,537"
CARCHI,MIRA,JIJON Y CAAMAÑO,306,319,625,"1,945,017","1,767,520","3,712,537"
CARCHI,MIRA,JUAN MONTALVO (SAN IGNACIO DE QUIL),186,141,327,"1,945,017","1,767,520","3,712,537"
CARCHI,MIRA,MIRA (CHONTAHUASI),769,696,"1,465","1,945,017","1,767,520","3,712,537"
CARCHI,MONTUFAR,CRISTOBAL COLON,146,138,284,"1,945,017","1,767,520","3,712,537"
CARCHI,MONTUFAR,FERNANDEZ SALVADOR,72,77,149,"1,945,017","1,767,520","3,712,537"
CARCHI,MONTUFAR,GONZALEZ SUAREZ,"1,875","1,468","3,343","1,945,017","1,767,520","3,712,537"
CARCHI,MONTUFAR,LA PAZ,382,284,666,"1,945,017","1,767,520","3,712,537"
CARCHI,MONTUFAR,PIARTAL,96,98,194,"1,945,017","1,767,520","3,712,537"
CARCHI,MONTUFAR,SAN JOSE,"1,385","1,316","2,701","1,945,017","1,767,520","3,712,537"
CARCHI,SAN PEDRO DE HUACA,HUACA,399,388,787,"1,945,017","1,767,520","3,712,537"
CARCHI,SAN PEDRO DE HUACA,MARISCAL SUCRE,175,158,333,"1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,EL CARMELO (EL PUN),267,235,502,"1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,EL CHICAL,483,468,951,"1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,GONZALEZ SUAREZ,"4,304","4,124","8,428","1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,JULIO ANDRADE (OREJUELA),"1,152","1,017","2,169","1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,MALDONADO,140,147,287,"1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,PIOTER,74,87,161,"1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,SANTA MARTHA DE CUBA,257,255,512,"1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,TOBAR DONOSO (LA BOCANA DE CAMUMBI),109,148,257,"1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,TUFIÑO,265,261,526,"1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,TULCAN,"3,500","2,939","6,439","1,945,017","1,767,520","3,712,537"
CARCHI,TULCAN,URBINA (TAYA),46,43,89,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,ACHUPALLAS,"1,714","1,438","3,152","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,ALAUSI,"1,920","1,815","3,735","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,CUMANDA,14,13,27,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,GUASUNTOS,334,281,615,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,HUIGRA,385,366,751,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,MULTITUD,260,236,496,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,PISTISHI (NARIZ DEL DIABLO),21,15,36,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,PUMALLACTA,160,133,293,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,SEVILLA,89,69,158,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,SIBAMBE,393,347,740,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,ALAUSI,TIXAN,"1,646","1,473","3,119","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,CHAMBO,CHAMBO,"1,045","1,054","2,099","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,CHUNCHI,CAPZOL,67,51,118,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,CHUNCHI,CHUNCHI,"1,407","1,355","2,762","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,CHUNCHI,COMPUD,97,95,192,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,CHUNCHI,GONZOL,192,184,376,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,CHUNCHI,LLAGOS,292,234,526,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,COLTA,CAJABAMBA,801,809,"1,610","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,COLTA,CAÑI,138,106,244,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,COLTA,COLUMBE,"2,003","1,951","3,954","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,COLTA,JUAN DE VELASCO (PANGOR),560,502,"1,062","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,COLTA,SANTIAGO DE QUITO,362,331,693,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,COLTA,SICALPA,"1,319","1,201","2,520","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,CUMANDA,CUMANDA,"1,876","1,618","3,494","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUAMOTE,CEBADAS,"1,298","1,228","2,526","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUAMOTE,GUAMOTE,"3,354","3,099","6,453","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUAMOTE,PALMIRA,"1,886","1,690","3,576","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,EL ROSARIO,157,129,286,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,GUANANDO,14,17,31,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,ILAPO,159,163,322,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,LA MATRIZ,"1,072","1,048","2,120","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,LA PROVIDENCIA,21,21,42,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,SAN ANDRES,"1,432","1,432","2,864","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,SAN GERARDO DE PACAICAGUAN,168,131,299,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,SAN ISIDRO DE PATULU,499,444,943,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,SAN JOSE DEL CHAZO,150,162,312,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,SANTA FE DE GALAN,123,122,245,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,GUANO,VALPARAISO,31,30,61,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,PALLATANGA,PALLATANGA,"1,743","1,598","3,341","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,PENIPE,BILBAO,7,5,12,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,PENIPE,EL ALTAR,79,88,167,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,PENIPE,LA CANDELARIA,27,27,54,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,PENIPE,MATUS,46,27,73,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,PENIPE,PENIPE,259,259,518,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,PENIPE,PUELA,78,82,160,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,PENIPE,SAN ANTONIO DE BAYUSHIG,134,147,281,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,CACHA,257,233,490,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,CALPI,588,623,"1,211","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,CUBIJIES,119,112,231,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,FLORES,414,401,815,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,LICAN,491,460,951,"1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,LICTO,"1,010",885,"1,895","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,LIZARZABURU,"10,064","7,526","17,590","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,MALDONADO,"4,922","6,174","11,096","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,PUNGALA,739,627,"1,366","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,PUNIN,649,607,"1,256","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,QUIMIAG,550,623,"1,173","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,SAN JUAN,902,809,"1,711","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,SAN LUIS,610,522,"1,132","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,VELASCO,"5,129","8,092","13,221","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,VELOZ,"6,882","4,077","10,959","1,945,017","1,767,520","3,712,537"
CHIMBORAZO,RIOBAMBA,YARUQUIES,552,482,"1,034","1,945,017","1,767,520","3,712,537"
COTOPAXI,LA MANA,EL CARMEN,632,583,"1,215","1,945,017","1,767,520","3,712,537"
COTOPAXI,LA MANA,GUASAGANDA,483,389,872,"1,945,017","1,767,520","3,712,537"
COTOPAXI,LA MANA,LA MANA,"4,496","4,180","8,676","1,945,017","1,767,520","3,712,537"
COTOPAXI,LA MANA,PUCAYACU,443,413,856,"1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,11 DE NOVIEMBRE (ILLINCHISI),74,81,155,"1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,ALAQUES (ALAQUEZ),556,580,"1,136","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,BELISARIO QUEVEDO (GUANAILIN),607,623,"1,230","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,ELOY ALFARO  (SAN FELIPE),"3,633","3,502","7,135","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,GUAITACAMA (GUAYTACAMA),"1,089","1,161","2,250","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,IGNACIO FLORES (PARQUE FLORES),"2,819","3,099","5,918","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,JOSEGUANGO BAJO,197,182,379,"1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,JUAN MONTALVO (SAN SEBASTIAN),"1,121","1,641","2,762","1,945,017","1,767,520","3,712,537"
COTOPAXI,LATACUNGA,LA MATRIZ,"8,769","7,561","16,330","1,945,017","1,767,520","3,712,537"
